name,pos,depth,team,opp,projected_minutes,projected_FD_FP,FD_salary
"Marcus Thornton","PG","SG","HOU","OKC","21.8","16.73","3700"
"Langston Galloway","G","PG","NY","SA","26.1","18.77","4800"
"Tyson Chandler","C","C","PHX","LAC","31.3","27.17","6100"
"Josh Smith","F","PF","LAC","PHX","28","25.25","4400"
"Karl-Anthony Towns","C","C","MIN","POR","32.8","22.27","6600"
"Andrea Bargnani","FC","PF","BKN","MIL","20.8","21.15","4000"
"Dion Waiters","GF","SG","OKC","HOU","23.9","18","4700"
"Robert Covington","GF","SF","PHI","CLE","26.3","19.25","5800"
"Mason Plumlee","FC","C","POR","MIN","25.3","24.64","5100"
"Jose Calderon","PG","PG","NY","SA","26.7","19.49","4300"
"Jeff Green","GF","SF","MEM","GS","25.5","15.7","4600"
"Kristaps Porzingis","PF","PF","NY","SA","25.8","18.2","4800"
"Paul Pierce","F","SF","LAC","PHX","22","16.92","4100"
"Zach LaVine","G","PG","MIN","POR","22.9","19.1","5700"
"Manu Ginobili","GF","SG","SA","NY","21.1","20.25","4400"
"Sasha Vujacic","SG","SG","NY","SA","26.1","19.44","3700"
"Greivis Vasquez","G","SG","MIL","BKN","22.7","17.75","4300"
"Harrison Barnes","F","SF","GS","MEM","33.1","18.35","4800"
"Shabazz Muhammad","GF","SG","MIN","POR","18.3","15.55","4000"
"Derrick Williams","F","SF","NY","SA","24.2","14.24","4400"
"Bojan Bogdanovic","GF","SF","BKN","MIL","25.9","14.5","4000"
"Andre Iguodala","GF","SF","GS","MEM","28.8","20.31","4600"
"Enes Kanter","C","C","OKC","HOU","18.7","17.25","6800"
"Robin Lopez","C","C","NY","SA","27.3","23.05","4500"
"Courtney Lee","GF","SG","MEM","GS","28","15.99","3900"
"T.J. Warren","SF","SF","PHX","LAC","19.4","13.48","3700"
"Alex Len","C","C","PHX","LAC","20.9","18.7","4000"
"Al-Farouq Aminu","F","SF","POR","MIN","28.1","24.03","5700"
"Austin Rivers","G","SG","LAC","PHX","19.7","14.98","3600"
"Tony Allen","GF","SF","MEM","GS","26","19.03","4800"
"Hollis Thompson","GF","SF","PHI","CLE","30.3","18.09","3900"
"Boris Diaw","FC","PF","SA","NY","22.4","17.35","4100"
"Nik Stauskas","SG","SG","PHI","CLE","24","14.69","3800"
"Timofey Mozgov","C","C","CLE","PHI","25","20.61","4500"
"T.J. McConnell","PG","PG","PHI","CLE","24.6","15.74","3500"
"Anderson Varejao","FC","C","CLE","PHI","20.6","17.38","3700"
"Ed Davis","FC","PF","POR","MIN","23.5","21.75","5000"
"Ray McCallum","PG","PG","SA","NY","21.4","16.44","3500"
"Chris Kaman","FC","C","POR","MIN","18.3","18.58","4200"
"Anthony Morrow","GF","SG","OKC","HOU","18.5","12.43","3900"
"Montrezl Harrell","PF","PF","HOU","OKC","20.3","14.57","3600"
"Patrick Beverley","G","PG","HOU","OKC","21.9","15.85","3900"
"Jerami Grant","F","SG","PHI","CLE","23.5","16.2","3900"
"Beno Udrih","PG","PG","MEM","GS","17.9","13.54","4000"
"Tristan Thompson","FC","PF","CLE","PHI","22.4","18.84","5100"
"Jerryd Bayless","G","SG","MIL","BKN","25.9","17.27","3600"
"Steven Adams","C","C","OKC","HOU","24.4","20.27","4400"
"Lance Stephenson","GF","SF","LAC","PHX","22.5","16.16","3500"
"Marreese Speights","FC","C","GS","MEM","14.2","13.2","3800"
"D.J. Augustin","PG","PG","OKC","HOU","17.3","13.61","4000"
"Mirza Teletovic","F","PF","PHX","LAC","16.9","13.5","3500"
"Vince Carter","GF","SF","MEM","GS","17.6","12.64","3500"
"Tayshaun Prince","F","SF","MIN","POR","21","12.73","3500"
"Andre Roberson","GF","SG","OKC","HOU","22","15.87","3500"
"Patrick Mills","PG","PG","SA","NY","17.4","11.53","3800"
"Brandan Wright","FC","C","MEM","GS","17.9","14.26","3900"
"Chris Copeland","F","PF","MIL","BKN","17.7","11.61","3600"
"Leandro Barbosa","G","SG","GS","MEM","16.9","10.88","3800"
"JaKarr Sampson","SF","SG","PHI","CLE","19.8","12.86","3900"
"Matthew Dellavedova","G","PG","CLE","PHI","21.6","13.96","4200"
"Matt Barnes","SF","SF","MEM","GS","23.8","12.14","3500"
"Kyle Singler","GF","SF","OKC","HOU","22.5","12.27","3500"
"Nick Collison","FC","C","OKC","HOU","18.6","14.15","3500"
"Maurice Harkless","SF","SF","POR","MIN","19.2","13.46","3500"
"Festus Ezeli","C","C","GS","MEM","21.3","16.11","3500"
"Allen Crabbe","SG","SG","POR","MIN","16.6","11.04","3700"
"Gorgui Dieng","FC","PF","MIN","POR","18.9","17.21","4500"
"Sergey Karasev","GF","SF","BKN","MIL","19.2","11.25","3500"
"Kyle O'Quinn","FC","PF","NY","SA","18.1","14.09","4700"
"Kevin Garnett","FC","PF","MIN","POR","21","16.77","4000"
"Clint Capela","FC","C","HOU","OKC","17.2","15.79","4500"
"Mitch McGary","FC","PF","OKC","HOU","14","12.96","3500"
"John Henson","FC","PF","MIL","BKN","15.5","12.77","4400"
"Wayne Ellington","SG","SG","BKN","MIL","14.4","9.53","3500"
"Wesley Johnson","GF","SF","LAC","PHX","16.7","10.54","4300"
"Jason Thompson","FC","C","GS","MEM","21.5","15.18","4600"
"Kevin Seraphin","FC","C","NY","SA","17.9","13.07","3700"
"Johnny O'Bryant III","PF","PF","MIL","BKN","21.1","10.99","0"
"Thomas Robinson","PF","C","BKN","MIL","16.1","13.58","4400"
"Shane Larkin","PG","PG","BKN","MIL","18","10.79","4300"
"Cole Aldrich","C","C","LAC","PHX","15.5","13.4","3600"
"Andre Miller","G","PG","MIN","POR","17.2","11.35","3500"
"Jerian Grant","PG","PG","NY","SA","14.7","8.58","4400"
"Miles Plumlee","FC","C","MIL","BKN","13.8","10.96","3500"
"Shaun Livingston","G","PG","GS","MEM","14.9","9.41","3700"
"Devin Booker","SG","SG","PHX","LAC","7.5","6.28","3500"
"Markel Brown","SG","SG","BKN","MIL","11","6.45","3500"
"Richard Jefferson","SF","SF","CLE","PHI","5.6","3.91","3500"
"Chuck Hayes","FC","C","LAC","PHX","8.6","6.2","0"
"Boban Marjanovic","C","","SA","NY","4.3","3.48","3500"
"Cleanthony Early","SF","SF","NY","SA","6.3","3.93","3500"
"James Jones","GF","SF","CLE","PHI","4.7","3.02","3500"
"Lorenzo Brown","PG","SG","MIN","POR","5.3","3.92","0"
"Russ Smith","PG","SG","MEM","GS","3.8","2.4","3500"
"Adreian Payne","PF","PF","MIN","POR","4.6","2.86","3500"
"Jimmer Fredette","G","PG","SA","NY","4","2.9","0"
"Luis Montero","SF","","POR","MIN","3.8","2.1","3500"
"Pat Connaughton","GF","SG","POR","MIN","2.9","2.3","3500"
"Rondae Hollis-Jefferson","SF","PF","BKN","MIL","3.3","2.27","3500"
"Guillermo Hernangomez","C","C","NY","SA","2.9","2.2","0"
"Lance Thomas","GF","PF","NY","SA","4.1","2.12","3500"
"Luc Mbah a Moute","F","PF","LAC","PHX","2.5","1.78","3600"
"James Michael McAdoo","PF","PF","GS","MEM","2.6","2.07","3500"
"Tyus Jones","PG","PG","MIN","POR","2.4","1.87","3500"
"Quincy Miller","SF","SF","BKN","MIL","3.1","2","0"
"Jarnell Stokes","PF","PF","MEM","GS","2.6","2.21","3500"
"Jordan Adams","SG","SG","MEM","GS","2.8","1.58","3500"
"Cameron Payne","PG","PG","OKC","HOU","2.3","1.58","3500"
"Cady Lalanne","PF","PF","SA","NY","2.2","1.33","0"
"Louis Amundson","PF","C","NY","SA","3.2","2.11","3500"
"Matt Bonner","FC","C","SA","NY","2.4","1.63","3500"
"Donald Sloan","G","PG","BKN","MIL","2.9","1.76","3500"
"Archie Goodwin","G","SG","PHX","LAC","1.8","1.26","3500"
"Steve Novak","F","PF","OKC","HOU","1.8","1.31","3500"
"Rashad Vaughn","SG","SG","MIL","BKN","1.7","1.11","3700"
"Cory Jefferson","PF","PF","BKN","MIL","2.2","1.75","0"
"C.J. Wilcox","SG","SF","LAC","PHX","1.7","1.24","3500"
"Jon Leuer","FC","PF","PHX","LAC","1.7","1.55","3700"
"Ian Clark","G","PG","GS","MEM","1.8","1.36","3500"
"Phil Pressey","PG","PG","POR","MIN","2","1.51","0"
"Jason Terry","G","PG","HOU","OKC","1.8","1.24","3500"
"Kyle Anderson","SF","SF","SA","NY","2.3","1.48","3500"
"Reggie Williams","GF","SG","SA","NY","1.5","1.11","0"
"Damien Inglis","SF","SF","MIL","BKN","1.7","1.01","3500"
"Jorge Gutierrez","PG","PG","MIL","BKN","2.3","1.51","0"
"Ronnie Price","G","PG","PHX","LAC","2.1","1.31","3500"
"Noah Vonleh","PF","PF","POR","MIN","1.4","1.23","3500"
"Dakari Johnson","C","C","OKC","HOU","1.9","1.23","0"
"Joe Harris","SG","SG","CLE","PHI","1.7","0.79","3500"
"Andrew Harrison","PG","PG","MEM","GS","1.1","0.69","0"
"JaMychal Green","PF","SF","MEM","GS","1.6","1.1","3500"
"Tim Frazier","PG","PG","POR","MIN","1.5","1.07","3500"
"Christian Wood","PF","PF","PHI","CLE","1.3","0.69","3500"
"Sasha Kaun","C","C","CLE","PHI","1","0.54","3500"
"Richaun Holmes","PF","PF","PHI","CLE","1.5","0.81","3500"
"Brandon Rush","SG","SG","GS","MEM","1.2","0.59","3500"
"Dahntay Jones","GF","SF","BKN","MIL","1.3","0.42","0"
"J.P. Tokoto","SF","SF","PHI","CLE","0.8","0.69","0"
"Furkan Aldemir","PF","C","PHI","CLE","1.9","1.15","0"
"Pierre Jackson","PG","PG","PHI","CLE","0.8","0.69","0"
"Branden Dawson","PF","PF","LAC","PHX","0.9","0.47","3500"
"Nemanja Bjelica","PF","SF","MIN","POR","0.2","0.1","3600"
"Pablo Prigioni","G","PG","LAC","PHX","0.1","0","3500"
"Kevon Looney","PF","PF","GS","MEM","0","0","0"
"Jarell Martin","PF","PF","MEM","GS","0","0","3500"
"Chris Babb","SG","SG","GS","MEM","0.1","0","0"
"Ben Gordon","SG","SF","GS","MEM","0","0","0"
"Andrew Bogut","C","C","GS","MEM","0","0","5400"
"Damjan Rudez","GF","SF","MIN","POR","0.1","0","3500"
"Gerald Henderson","GF","SG","POR","MIN","0","0","5100"
"Nikola Pekovic","C","C","MIN","POR","0","0","4800"
"Sam Dekker","SF","SF","HOU","OKC","0.1","0","3500"
"K.J. McDaniels","SF","SG","HOU","OKC","0.1","0","3500"
"Donatas Motiejunas","F","PF","HOU","OKC","0","0","6400"
"Juan Vaulet","SF","SF","BKN","MIL","0","0","0"
"Tyler Ennis","PG","PG","MIL","BKN","0","0","3500"
"Jabari Parker","F","SF","MIL","BKN","0","0","6200"
"O.J. Mayo","G","SG","MIL","BKN","0","0","3800"
"Cedi Osman","SF","","CLE","PHI","0","0","0"
"Kendall Marshall","PG","PG","PHI","CLE","0","0","3900"
"Tony Wroten","G","SG","PHI","CLE","0","0","0"
"Carl Landry","F","PF","PHI","CLE","0","0","0"
"Kyrie Irving","G","PG","CLE","PHI","0","0","0"
"Iman Shumpert","GF","SG","CLE","PHI","0","0","0"
"Gerald Wallace","F","SF","PHI","CLE","0","0","0"
