pos,name,gameDate,team,opp,salary,fppg,fpmax,fpmin,floor,ceil,average
"SF","Rudy Gay","2015-11-20","SAC","MIA","7600","29.31","36.7","22","24.7","33.92","29.31"
"C","Sasha Kaun","2015-11-20","CLE","MIL","3500","5.7","5.7","5.7","5.7","5.7","5.7"
"SG","Seth Curry","2015-11-20","SAC","MIA","3500","6.8","11","4.7","4.33","9.27","6.8"
"PG","Shaun Livingston","2015-11-20","GSW","LAC","3500","10.82","15.8","5.2","8.21","13.43","10.82"
"PG","Stephen Curry","2015-11-20","GSW","LAC","11000","50.26","77.3","33.7","38.56","61.96","50.26"
"C","Timofey Mozgov","2015-11-20","CLE","MIL","4300","17","22.7","6.4","12.51","21.49","17"
"PF","Tristan Thompson","2015-11-20","CLE","MIL","5200","20.73","31.1","10.8","14.47","26.99","20.73"
"PG","Tyler Ennis","2015-11-20","MIL","CLE","3500","8.38","12.7","4.9","5.26","11.51","8.385"
"PG","Tyler Johnson","2015-11-20","MIA","SAC","3800","17.28","29.3","5.9","9.57","24.98","17.275"
"PF","Udonis Haslem","2015-11-20","MIA","SAC","3500","5.23","13.3","1.2","-0.47","10.94","5.235"
"SF","Wesley Johnson","2015-11-20","LAC","GSW","3600","9.62","18.6","1.2","4.21","15.04","9.625"
"C","Willie Cauley-Stein","2015-11-20","SAC","MIA","4200","16.11","35.3","4.4","6.62","25.59","16.105"
