name,pos,depth,team,opp,projected_minutes,projected_FD_FP,FD_salary
"Greg Monroe","C","MIL","PHI","31.1","0","31.76"
"Al Horford","C","ATL","BKN","31.5","0","32.24"
"Markieff Morris","PF","PHX","SAC","31","0","26.78"
"J.J. Redick","SG","LAC","GS","32.4","0","22.32"
"Tobias Harris","PF","ORL","HOU","31.4","0","25.14"
"Michael Carter-Williams","PG","MIL","PHI","32.8","0","33.34"
"Ty Lawson","PG","HOU","ORL","33.5","0","28.89"
"Joe Johnson","SF","BKN","ATL","34.3","0","24.79"
"DeMarre Carroll","SF","TOR","OKC","32","0","24.93"
"Robert Covington","SF","PHI","MIL","31.2","0","24.5"
"Harrison Barnes","SF","GS","LAC","31.6","0","23.49"
"Thaddeus Young","PF","BKN","ATL","31.5","0","23.76"
"C.J. Miles","SF","IND","BOS","30.8","0","21.87"
"Draymond Green","PF","GS","LAC","32","0","30.27"
"Rodney Stuckey","PG","IND","BOS","28","0","23.88"
"Darren Collison","PG","SAC","PHX","30.8","0","25.72"
"Jarrett Jack","PG","BKN","ATL","29.5","0","25.06"
"Serge Ibaka","PF","OKC","TOR","32.1","0","26.4"
"Luis Scola","PF","TOR","OKC","27.5","0","26.19"
"Langston Galloway","PG","NY","CLE","30.1","0","22"
"Tony Parker","PG","SA","WSH","28.1","0","21.93"
"Trey Burke","PG","UTAH","POR","29","0","21.9"
"Josh Smith","PF","LAC","GS","29.3","0","26.96"
"Khris Middleton","SF","MIL","PHI","29","0","23.64"
"Mo Williams","PG","CLE","NY","28.2","0","23.74"
"Jordan Hill","PF","IND","BOS","28.8","0","26.06"
"Danny Green","SG","SA","WSH","31.8","0","25.24"
"David West","PF","SA","WSH","30.5","0","24.07"
"Manu Ginobili","SG","SA","WSH","24.4","0","22.71"
"Avery Bradley","SG","BOS","IND","29.8","0","20.09"
"Dion Waiters","SG","OKC","TOR","28.2","0","19.6"
"Anthony Morrow","SG","OKC","TOR","28.1","0","18.61"
"Nene Hilario","PF","WSH","SA","28.9","0","22.83"
"Boris Diaw","PF","SA","WSH","29.9","0","22.45"
"Dennis Schroder","SG","ATL","BKN","24.9","0","22.58"
"Paul Pierce","SF","LAC","GS","29.3","0","21.68"
"Enes Kanter","C","OKC","TOR","22.7","0","21.6"
"Giannis Antetokounmpo","PF","MIL","PHI","29.4","0","24.82"
"Rajon Rondo","PG","SAC","PHX","31.8","0","27.63"
"Isaiah Canaan","PG","PHI","MIL","26.8","0","18.47"
"Trevor Ariza","PF","HOU","ORL","32.1","0","24.48"
"Elfrid Payton","PG","ORL","HOU","31.2","0","25.54"
"Paul George","PF","IND","BOS","24.9","0","20.77"
"Ben McLemore","SG","SAC","PHX","31","0","20.14"
"Nerlens Noel","PF","PHI","MIL","31.7","0","27.22"
"Gary Neal","SG","WSH","SA","25","0","17.39"
"DeAndre Jordan","C","LAC","GS","32.9","0","29.57"
"Marco Belinelli","SG","SAC","PHX","28","0","18.65"
"Marcin Gortat","C","WSH","SA","30.3","0","23.97"
"Evan Fournier","SF","ORL","HOU","28.6","0","19.09"
"Greivis Vasquez","SG","MIL","PHI","24.5","0","18.66"
"Rodney Hood","SG","UTAH","POR","24.3","0","17.43"
"D.J. Augustin","PG","OKC","TOR","25.8","0","19.9"
"Corey Brewer","SF","HOU","ORL","27.1","0","20.94"
"Tyler Zeller","C","BOS","IND","23.6","0","20.41"
"David Lee","PF","BOS","IND","25.7","0","23.64"
"Tyson Chandler","C","PHX","SAC","29","0","27.59"
"Terrence Jones","PF","HOU","ORL","25.7","0","23.73"
"Kelly Olynyk","C","BOS","IND","23.9","0","19.1"
"Andre Iguodala","SF","GS","LAC","30","0","21.36"
"Kyle Korver","SF","ATL","BKN","31.9","0","20.76"
"Mason Plumlee","C","POR","UTAH","28.5","0","23.11"
"Sasha Vujacic","SG","NY","CLE","27.5","0","19.93"
"Robin Lopez","C","NY","CLE","27","0","21.4"
"Jabari Parker","SF","MIL","PHI","24.1","0","18.15"
"Jose Calderon","PG","NY","CLE","27.6","0","19.81"
"P.J. Tucker","SF","PHX","SAC","29.8","0","21.05"
"Kristaps Porzingis","PF","NY","CLE","24.6","0","18.71"
"Willie Cauley-Stein","C","SAC","PHX","23.8","0","19.38"
"Al-Farouq Aminu","SF","POR","UTAH","27.8","0","21.02"
"Festus Ezeli","C","GS","LAC","21.7","0","21.1"
"Jason Smith","PF","ORL","HOU","23.4","0","17.49"
"Markel Brown","SG","BKN","ATL","24.9","0","16.24"
"Kent Bazemore","SG","ATL","BKN","26.6","0","18.05"
"Bojan Bogdanovic","SF","BKN","ATL","25.5","0","15.69"
"Ed Davis","PF","POR","UTAH","26.2","0","21.54"
"Tim Hardaway Jr.","SG","ATL","BKN","22.1","0","15.94"
"Evan Turner","SF","BOS","IND","26.6","0","22.02"
"Wesley Johnson","SF","LAC","GS","26.3","0","16.84"
"C.J. McCollum","SG","POR","UTAH","21.6","0","15.01"
"Marcus Thornton","SG","HOU","ORL","19.2","0","13.19"
"Wayne Ellington","SG","BKN","ATL","27.1","0","15.1"
"Kris Humphries","PF","WSH","SA","23.2","0","18.32"
"Nik Stauskas","SG","PHI","MIL","25.5","0","16"
"Amir Johnson","PF","BOS","IND","25.8","0","20.52"
"T.J. Warren","SF","PHX","SAC","22","0","15.43"
"Jonas Valanciunas","C","TOR","OKC","27.7","0","23.39"
"Patrick Patterson","PF","TOR","OKC","27.1","0","20.61"
"Timofey Mozgov","C","CLE","NY","26","0","20.32"
"Tristan Thompson","PF","CLE","NY","24.7","0","20.95"
"Jerryd Bayless","SG","MIL","PHI","25.3","0","18.21"
"Jae Crowder","SF","BOS","IND","22.6","0","15.78"
"Anderson Varejao","C","CLE","NY","21.9","0","17.78"
"Jared Dudley","SF","WSH","SA","25.8","0","16.22"
"Derrick Williams","SF","NY","CLE","20","0","12.28"
"Omri Casspi","SF","SAC","PHX","20.8","0","15.78"
"Richard Jefferson","SF","CLE","NY","23.5","0","14.16"
"Marcus Smart","PG","BOS","IND","26.2","0","18.25"
"Raul Neto","PG","UTAH","POR","24.9","0","17.41"
"Mirza Teletovic","PF","PHX","SAC","20.3","0","16.34"
"Hollis Thompson","SF","PHI","MIL","26.6","0","15.62"
"Meyers Leonard","PF","POR","UTAH","22.7","0","17.63"
"Lance Stephenson","SF","LAC","GS","24.6","0","16.2"
"Andrew Bogut","C","GS","LAC","22.1","0","19.87"
"Alex Len","C","PHX","SAC","22.2","0","20.25"
"Terrence Ross","SG","TOR","OKC","22.7","0","13.67"
"Tiago Splitter","C","ATL","BKN","20.8","0","16.18"
"Rudy Gobert","C","UTAH","POR","28.3","0","24.25"
"Jahlil Okafor","C","PHI","MIL","20.1","0","13.27"
"Shaun Livingston","PG","GS","LAC","24.7","0","16.66"
"Patrick Beverley","PG","HOU","ORL","24","0","16.06"
"Jerami Grant","SG","PHI","MIL","24.1","0","16.59"
"Channing Frye","PF","ORL","HOU","24.6","0","15.63"
"Solomon Hill","SF","IND","BOS","25.5","0","15.01"
"Matthew Dellavedova","PG","CLE","NY","22.2","0","14.82"
"Kosta Koufos","PF","SAC","PHX","23.2","0","18.28"
"Ray McCallum","PG","SA","WSH","18.5","0","13.52"
"Marreese Speights","C","GS","LAC","12.6","0","13.23"
"James Johnson","SF","TOR","OKC","18.5","0","16.38"
"Patrick Mills","PG","SA","WSH","18.7","0","12"
"Austin Rivers","SG","LAC","GS","19.3","0","11.83"
"Ramon Sessions","PG","WSH","SA","20.3","0","13.62"
"Chris Copeland","PF","MIL","PHI","18.9","0","11.57"
"Shabazz Napier","PG","ORL","HOU","22.3","0","15.6"
"Shane Larkin","PG","BKN","ATL","25.3","0","15.8"
"Andre Roberson","SG","OKC","TOR","25.6","0","18.38"
"Steven Adams","C","OKC","TOR","22.8","0","17.36"
"Cory Joseph","PG","TOR","OKC","18.7","0","13.32"
"Joe Ingles","SF","UTAH","POR","24.1","0","13.77"
"Caron Butler","SF","SAC","PHX","20","0","12.96"
"Trevor Booker","PF","UTAH","POR","19.9","0","13.23"
"Kyle Singler","SF","OKC","TOR","19.8","0","11.28"
"Thomas Robinson","C","BKN","ATL","16.7","0","15.2"
"Otto Porter","SF","WSH","SA","22.7","0","13.93"
"Leandro Barbosa","SG","GS","LAC","12.4","0","9.48"
"Jason Thompson","C","GS","LAC","18.2","0","14.11"
"Chris Kaman","C","POR","UTAH","16","0","13.31"
"Sergey Karasev","SF","BKN","ATL","19.2","0","9.53"
"JaKarr Sampson","SG","PHI","MIL","16.4","0","10.93"
"Aaron Gordon","SF","ORL","HOU","17.9","0","12.5"
"Allen Crabbe","SG","POR","UTAH","16.3","0","9.26"
"Ian Mahinmi","C","IND","BOS","25.7","0","15.71"
"Mario Hezonja","SG","ORL","HOU","11.6","0","8.51"
"Miles Plumlee","C","MIL","PHI","15.5","0","12.56"
"Kyle O'Quinn","PF","NY","CLE","17.5","0","12.43"
"Maurice Harkless","SF","POR","UTAH","18.6","0","10.49"
"Bismack Biyombo","C","TOR","OKC","20.3","0","14.98"
"Mike Scott","PF","ATL","BKN","11.9","0","8.49"
"Cole Aldrich","C","LAC","GS","14.6","0","11.95"
"Johnny O'Bryant III","PF","MIL","PHI","14.8","0","9.85"
"Dewayne Dedmon","C","ORL","HOU","16","0","12.91"
"Myles Turner","C","IND","BOS","11","0","8.15"
"Jerian Grant","PG","NY","CLE","12.2","0","7.18"
"Mitch McGary","PF","OKC","TOR","11.2","0","8.83"
"T.J. McConnell","PG","PHI","MIL","11.4","0","7.51"
"Devin Booker","SG","PHX","SAC","9","0","6.51"
"Nick Collison","C","OKC","TOR","15.6","0","10.15"
"Montrezl Harrell","PF","HOU","ORL","8.2","0","6.57"
"Jeff Withey","C","UTAH","POR","11.1","0","8.31"
"Trey Lyles","PF","UTAH","POR","8.9","0","5.18"
"Roy Devyn Marble","SF","ORL","HOU","12.4","0","6.17"
"Clint Capela","C","HOU","ORL","8.6","0","7.7"
"Andrew Nicholson","PF","ORL","HOU","7.5","0","5.39"
"Gerald Wallace","SF","PHI","MIL","9.8","0","5.96"
"Bryce Cotton","PG","UTAH","POR","4.8","0","3.4"
"Quincy Miller","SF","BKN","ATL","4.9","0","3.06"
"Jon Leuer","PF","PHX","SAC","3.7","0","3.27"
"Lance Thomas","PF","NY","CLE","5.8","0","3.11"
"C.J. Watson","PG","ORL","HOU","3.9","0","2.85"
"Boban Marjanovic","","SA","WSH","4","0","3.23"
"Lavoy Allen","PF","IND","BOS","4.6","0","3.78"
"Chris Johnson","SF","UTAH","POR","4","0","2.47"
"Jared Sullinger","C","BOS","IND","2.9","0","2.39"
"Tibor Pleiss","","UTAH","POR","3.8","0","2.12"
"Archie Goodwin","SG","PHX","SAC","2.8","0","2.13"
"Jason Terry","PG","HOU","ORL","3.7","0","2.28"
"Chase Budinger","SF","IND","BOS","3.2","0","2.52"
"C.J. Wilcox","SF","LAC","GS","2.7","0","1.91"
"Richaun Holmes","PF","PHI","MIL","3.2","0","2.24"
"Rondae Hollis-Jefferson","PF","BKN","ATL","3.2","0","2.32"
"Donald Sloan","PG","BKN","ATL","3.3","0","1.94"
"Jonas Jerebko","PF","BOS","IND","3.3","0","2.1"
"Luis Montero","","POR","UTAH","3.6","0","2.04"
"Cory Jefferson","PF","PHX","SAC","2.9","0","2.31"
"Quincy Acy","PF","SAC","PHX","3","0","2.19"
"Jorge Gutierrez","PG","MIL","PHI","3.2","0","2.28"
"Lamar Patterson","SG","ATL","BKN","2.9","0","1.88"
"Drew Gooden","PF","WSH","SA","3.7","0","2.68"
"Glenn Robinson III","PF","IND","BOS","3.2","0","1.85"
"James Michael McAdoo","PF","GS","LAC","2.7","0","2.43"
"David Stockton","PG","SAC","PHX","2.9","0","1.74"
"Cleanthony Early","SF","NY","CLE","3.2","0","1.8"
"James Jones","SF","CLE","NY","2.6","0","1.66"
"Mike Muscala","PF","ATL","BKN","2.8","0","2.09"
"Shelvin Mack","PG","ATL","BKN","2.2","0","1.81"
"Perry Jones III","SF","BOS","IND","3.2","0","1.78"
"Ronnie Price","PG","PHX","SAC","2.7","0","1.76"
"Tyler Harvey","SF","ORL","HOU","1.9","0","1.36"
"Guillermo Hernangomez","C","NY","CLE","2.4","0","1.53"
"Noah Vonleh","PF","POR","UTAH","3.1","0","2.03"
"Christian Wood","PF","PHI","MIL","2.2","0","1.58"
"Tim Frazier","PG","POR","UTAH","2.3","0","1.56"
"Dakari Johnson","C","OKC","TOR","1.8","0","1.01"
"Norman Powell","SG","TOR","OKC","1.5","0","1.01"
"Furkan Aldemir","C","PHI","MIL","2.4","0","1.89"
"Walter Tavares","C","ATL","BKN","1.5","0","1.01"
"Garrett Temple","SG","WSH","SA","2.2","0","1.21"
"Matt Bonner","C","SA","WSH","2.2","0","1.13"
"Branden Dawson","PF","LAC","GS","1.2","0","0.79"
"Luc Mbah a Moute","PF","LAC","GS","1.7","0","1.26"
"Jack Cooley","PF","UTAH","POR","1.6","0","1.2"
"Phil Pressey","PG","UTAH","POR","1.9","0","1.44"
"Delon Wright","PG","TOR","OKC","1.2","0","0.91"
"Rashad Vaughn","SG","MIL","PHI","1.5","0","0.91"
"Damien Inglis","SF","MIL","PHI","1.4","0","0.91"
