pos,name,gameDate,team,opp,salary,fppg,fpmax,fpmin,floor,ceil,average
"PG","T.J. McConnell","2015-11-12","PHI","TOR","4900","24.44","34.8","11.4","14.84","34.04","24.44"
"C","Tarik Black","2015-11-12","LAL","ORL","3900","11.14","15.6","1.2","6.02","16.26","11.14"
"PF","Terrence Jones","2015-11-12","HOU","BKN","5700","18.25","24.2","12.3","12.3","24.2","18.25"
"SG","Terrence Ross","2015-11-12","TOR","PHI","3500","10.44","23.8","2","2.36","18.53","10.445"
"PG","Terry Rozier","2015-11-12","BOS","IND","3500","5.3","10.7","1.2","1.31","9.29","5.3"
"SF","Thabo Sefolosha","2015-11-12","ATL","NOP","3900","17.08","22.9","10.8","13.52","20.65","17.085"
"PF","Thaddeus Young","2015-11-12","BKN","HOU","5700","26.14","36.6","16.4","19.36","32.92","26.14"
"PF","Thomas Robinson","2015-11-12","BKN","HOU","4000","11.84","22.4","2.9","5.51","18.17","11.84"
"C","Tiago Splitter","2015-11-12","ATL","NOP","3900","14.13","19.9","9.6","10.69","17.56","14.125"
"C","Tim Duncan","2015-11-12","SAS","POR","6800","26.99","42","20.6","20.44","33.54","26.99"
"PG","Tim Frazier","2015-11-12","POR","SAS","3500","2.45","3.5","1.4","1.4","3.5","2.45"
"SF","Tobias Harris","2015-11-12","ORL","LAL","6500","27.04","43.8","19","19.5","34.57","27.035"
"PG","Toney Douglas","2015-11-12","NOP","ATL","3500","18.04","25.6","2","9.56","26.52","18.04"
"SG","Tony Allen","2015-11-12","MEM","GSW","4400","16.14","24.4","6.9","10.39","21.88","16.135"
"PG","Tony Parker","2015-11-12","SAS","POR","4800","17.16","24.4","9.3","12.67","21.64","17.155"
"SF","Trevor Ariza","2015-11-12","HOU","BKN","5800","23.86","33.4","14.9","17.11","30.6","23.855"
"SG","Troy Daniels","2015-11-12","CHA","NYK","3500","2.37","3.2","1.5","1.67","3.06","2.365"
"PG","Ty Lawson","2015-11-12","HOU","BKN","6600","24.4","40.5","13.8","16.36","32.44","24.4"
"PG","Tyler Ennis","2015-11-12","MIL","DEN","3500","9.48","12.7","4.9","6.25","12.7","9.475"
"PF","Tyler Hansbrough","2015-11-12","CHA","NYK","3500","8.6","8.6","8.6","8.6","8.6","8.6"
"C","Tyler Zeller","2015-11-12","BOS","IND","4000","6.7","11.5","1.7","2.86","10.54","6.7"
"SG","Victor Oladipo","2015-11-12","ORL","LAL","7900","34.88","54.6","24.9","26.31","43.44","34.875"
"SF","Vince Carter","2015-11-12","MEM","GSW","3500","5.2","5.2","5.2","5.2","5.2","5.2"
"C","Walter Tavares","2015-11-12","ATL","NOP","3500","2.2","2.2","2.2","2.2","2.2","2.2"
"SG","Wayne Ellington","2015-11-12","BKN","HOU","3500","7.8","20.8","2.7","1.7","13.9","7.8"
"SF","Wesley Johnson","2015-11-12","LAC","DAL","3600","8.65","16.4","1.2","3.37","13.93","8.65"
"SG","Wesley Matthews","2015-11-12","DAL","LAC","5300","12.73","18.4","0.7","7.08","18.39","12.735"
"SG","Will Barton","2015-11-12","DEN","MIL","4900","23.57","39.1","15.1","16.34","30.8","23.57"
"C","Willie Cauley-Stein","2015-11-12","SAC","DET","4700","17.93","35.3","4.4","7.62","28.23","17.925"
"PF","Zach Randolph","2015-11-12","MEM","GSW","7100","26.84","48.8","7.6","15.88","37.79","26.835"
"C","Zaza Pachulia","2015-11-12","DAL","LAC","5400","24.53","33","9.4","15.89","33.17","24.53"
