pos,name,gameDate,team,opp,salary,fppg,fpmax,fpmin,floor,ceil,average
"C","Tarik Black","2015-11-13","LAL","DAL","3600","10.22","15.6","1.2","5.11","15.32","10.215"
"SF","Tayshaun Prince","2015-11-13","MIN","IND","3500","8.86","15.2","3.2","4.66","13.07","8.865"
"PF","Terrence Jones","2015-11-13","HOU","DEN","5400","14.77","24.2","7.8","7.85","21.69","14.77"
"SG","Terrence Ross","2015-11-13","TOR","NOP","3500","10.44","23.8","2","2.36","18.53","10.445"
"PG","Terry Rozier","2015-11-13","BOS","ATL","3500","5.65","10.7","1.2","2.15","9.15","5.65"
"SF","Thabo Sefolosha","2015-11-13","ATL","BOS","3900","17.36","22.9","10.8","13.99","20.73","17.36"
"PF","Thaddeus Young","2015-11-13","BKN","SAC","5700","25.79","36.6","16.4","19.38","32.2","25.79"
"PF","Thomas Robinson","2015-11-13","BKN","SAC","4000","12.39","22.4","2.9","6.29","18.48","12.385"
"C","Tiago Splitter","2015-11-13","ATL","BOS","3900","14.46","19.9","9.6","11.08","17.83","14.455"
"C","Tibor Pleiss","2015-11-13","UTA","ORL","3500","3.2","3.2","3.2","3.2","3.2","3.2"
"PG","Tim Frazier","2015-11-13","POR","MEM","3500","2.45","3.5","1.4","1.4","3.5","2.45"
"C","Timofey Mozgov","2015-11-13","CLE","NYK","4200","15.64","21.9","6.4","11.17","20.11","15.64"
"SF","Tobias Harris","2015-11-13","ORL","UTA","6500","27.22","43.8","19","20.1","34.34","27.22"
"PG","Toney Douglas","2015-11-13","NOP","TOR","3600","18.4","25.6","2","10.62","26.18","18.4"
"SG","Tony Allen","2015-11-13","MEM","POR","4500","16.99","24.4","6.9","11.06","22.92","16.99"
"SG","Tony Snell","2015-11-13","CHI","CHA","3700","14.28","21.2","9.4","10.12","18.43","14.275"
"SF","Trevor Ariza","2015-11-13","HOU","DEN","5700","23.43","33.4","14.9","17.01","29.84","23.425"
"PF","Trevor Booker","2015-11-13","UTA","ORL","3900","11.69","31.3","5.6","3.47","19.9","11.685"
"PG","Trey Burke","2015-11-13","UTA","ORL","5300","19.16","29.1","1.7","11.29","27.04","19.165"
"PF","Trey Lyles","2015-11-13","UTA","ORL","3500","4.63","9.6","1.4","1.81","7.45","4.63"
"PF","Tristan Thompson","2015-11-13","CLE","NYK","5400","22.74","31.1","14.1","16.82","28.65","22.735"
"SG","Troy Daniels","2015-11-13","CHA","CHI","3500","2.37","3.2","1.5","1.67","3.06","2.365"
"PG","Ty Lawson","2015-11-13","HOU","DEN","6500","24.26","40.5","13.8","16.73","31.79","24.26"
"PF","Tyler Hansbrough","2015-11-13","CHA","CHI","3500","8.6","8.6","8.6","8.6","8.6","8.6"
"C","Tyler Zeller","2015-11-13","BOS","ATL","4000","6.7","11.5","1.7","2.86","10.54","6.7"
"PG","Tyus Jones","2015-11-13","MIN","IND","3500","5.7","5.7","5.7","5.7","5.7","5.7"
"SG","Victor Oladipo","2015-11-13","ORL","UTA","7900","31.77","54.6","6.9","19.83","43.7","31.765"
"SF","Vince Carter","2015-11-13","MEM","POR","3500","5.2","5.2","5.2","5.2","5.2","5.2"
"C","Walter Tavares","2015-11-13","ATL","BOS","3500","2.2","2.2","2.2","2.2","2.2","2.2"
"SG","Wayne Ellington","2015-11-13","BKN","SAC","3500","8.24","20.8","2.7","2.49","13.99","8.24"
"SG","Wesley Matthews","2015-11-13","DAL","LAL","5200","16.3","37.7","0.7","6.12","26.48","16.3"
"SG","Will Barton","2015-11-13","DEN","HOU","4700","21.74","39.1","8.9","13.41","30.06","21.735"
"C","Willie Cauley-Stein","2015-11-13","SAC","BKN","4600","17.38","35.3","4.4","7.54","27.22","17.38"
"SG","Zach LaVine","2015-11-13","MIN","IND","5600","19.14","34","6.9","10.87","27.41","19.14"
"PF","Zach Randolph","2015-11-13","MEM","POR","7000","26.79","48.8","7.6","16.46","37.12","26.79"
"C","Zaza Pachulia","2015-11-13","DAL","LAL","5500","25.03","33","9.4","16.84","33.21","25.025"
