HOU|[6, 2, 10, 15, 18, 21, 21, 22, 21, 21, 22, 21, 22, 24, 25, 23, 23, 23, 23, 23, 22, 21, 23, 23, 22, 23, 22, 20, 22, 22, 22, 22, 23, 22, 25, 23, 23, 22, 22, 23, 23, 23, 23, 26, 25, 24, 23, 23, 24, 23, 23, 23, 23, 23, 23, 23, 24, 24, 24, 24, 24, 24, 23, 23, 23, 23, 23, 23, 22, 22, 23, 23, 23, 20, 21, 21, 21, 19, 17, 17, 17, 17]
IND|[9, 4, 9, 13, 7, 6, 3, 3, 5, 5, 7, 9, 11, 16, 14, 13, 18, 16, 17, 15, 13, 9, 7, 7, 5, 6, 6, 6, 5, 4, 4, 5, 5, 5, 5, 5, 6, 6, 6, 8, 8, 7, 10, 9, 10, 10, 10, 10, 10, 10, 9, 9, 10, 10, 10, 7, 6, 7, 6, 6, 7, 8, 8, 8, 7, 8, 7, 7, 7, 7, 6, 6, 7, 5, 5, 4, 6, 6, 4, 5, 5, 4]
LAC|[13, 18, 8, 10, 5, 2, 9, 15, 16, 15, 10, 10, 9, 9, 9, 8, 16, 16, 13, 13, 15, 15, 15, 9, 13, 12, 13, 15, 14, 14, 15, 18, 18, 19, 17, 18, 17, 18, 18, 16, 16, 16, 17, 16, 18, 17, 17, 17, 17, 16, 17, 17, 14, 15, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 16, 16, 16]
LAL|[27, 27, 28, 25, 28, 27, 27, 26, 27, 27, 27, 26, 27, 28, 26, 26, 26, 26, 26, 25, 24, 24, 24, 24, 24, 24, 24, 24, 25, 25, 26, 25, 26, 26, 26, 26, 26, 26, 26, 25, 26, 25, 26, 24, 24, 23, 26, 26, 23, 25, 25, 25, 25, 26, 26, 26, 26, 26, 26, 26, 25, 26, 26, 26, 26, 27, 27, 27, 27, 27, 27, 27, 28, 27, 28, 27, 27, 27, 27, 27, 28, 29]
MEM|[1, 9, 7, 4, 1, 1, 1, 1, 2, 2, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
MIA|[13, 9, 13, 10, 10, 18, 17, 20, 18, 19, 18, 15, 13, 8, 6, 9, 8, 7, 8, 9, 10, 11, 10, 12, 11, 13, 11, 12, 13, 12, 13, 13, 12, 13, 14, 12, 11, 13, 10, 10, 9, 9, 7, 8, 6, 6, 6, 6, 6, 7, 8, 8, 8, 7, 5, 6, 5, 5, 5, 5, 5, 6, 5, 5, 5, 7, 6, 6, 6, 5, 5, 5, 5, 7, 6, 6, 5, 5, 6, 6, 8, 6]
MIL|[17, 15, 2, 3, 6, 4, 5, 4, 6, 6, 9, 7, 8, 15, 18, 13, 13, 15, 15, 16, 16, 16, 17, 16, 15, 14, 14, 11, 10, 9, 9, 8, 11, 11, 9, 8, 8, 9, 9, 9, 11, 10, 8, 6, 7, 5, 5, 5, 5, 5, 4, 3, 3, 3, 4, 4, 4, 4, 4, 4, 6, 5, 6, 7, 6, 5, 5, 5, 5, 6, 8, 11, 9, 10, 9, 8, 7, 8, 7, 7, 7, 8]
MIN|[30, 29, 29, 28, 29, 29, 28, 28, 28, 28, 29, 29, 29, 29, 28, 28, 28, 30, 30, 30, 30, 30, 30, 30, 29, 29, 29, 28, 30, 30, 30, 30, 28, 28, 28, 29, 30, 30, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 27, 27, 28, 28, 28, 28, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30]
NOH|[16, 5, 19, 9, 14, 15, 15, 14, 13, 9, 5, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 4, 4, 5, 6, 5, 5, 4, 4, 5, 5, 6, 8, 8, 8, 9, 9, 8, 8, 7, 7, 6, 6, 5, 5, 7, 7, 7, 6, 6, 6, 6, 6, 5, 5, 5, 6, 6, 8, 9, 9, 11, 10, 9, 10, 12, 11, 11, 11, 12, 12, 12, 12, 12, 12, 12, 12, 12, 13, 12, 13, 11]
NYK|[21, 26, 12, 14, 15, 13, 14, 15, 17, 16, 17, 19, 21, 18, 17, 18, 17, 20, 19, 19, 20, 18, 18, 21, 21, 22, 23, 23, 23, 23, 23, 23, 22, 23, 22, 22, 22, 20, 19, 20, 20, 19, 19, 20, 20, 20, 20, 20, 20, 19, 20, 20, 21, 20, 20, 21, 21, 20, 21, 22, 22, 22, 22, 22, 21, 20, 20, 20, 20, 20, 21, 21, 22, 23, 20, 22, 23, 23, 23, 22, 22, 21]
OKC|[23, 16, 23, 21, 24, 26, 25, 27, 26, 26, 26, 28, 26, 26, 27, 29, 27, 27, 29, 29, 28, 29, 29, 29, 30, 30, 30, 30, 29, 29, 28, 29, 30, 30, 29, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 29, 29, 27, 27, 27, 27, 28, 28, 27, 27, 27, 27, 27, 27, 27, 27, 26, 25, 25, 25, 25, 26, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24]
ORL|[13, 13, 5, 6, 8, 7, 4, 6, 9, 6, 13, 13, 16, 17, 22, 20, 19, 20, 21, 22, 23, 22, 22, 20, 20, 19, 18, 17, 16, 16, 16, 16, 17, 20, 21, 20, 21, 23, 23, 24, 24, 24, 25, 24, 23, 24, 24, 25, 26, 24, 24, 24, 24, 24, 24, 24, 23, 23, 20, 20, 21, 21, 21, 21, 22, 21, 21, 21, 21, 21, 22, 22, 21, 21, 23, 23, 22, 22, 22, 23, 23, 23]
PHI|[17, 22, 25, 27, 26, 22, 23, 24, 23, 24, 23, 23, 24, 23, 19, 21, 21, 19, 20, 17, 17, 19, 20, 19, 18, 18, 20, 21, 21, 21, 20, 20, 18, 18, 18, 15, 15, 15, 15, 14, 14, 15, 15, 14, 14, 14, 13, 13, 13, 13, 15, 16, 17, 17, 16, 15, 14, 16, 16, 16, 16, 16, 16, 16, 14, 15, 16, 15, 17, 16, 18, 17, 18, 17, 17, 17, 18, 18, 18, 20, 20, 20]
PHO|[21, 25, 16, 19, 19, 15, 19, 19, 19, 18, 19, 18, 19, 11, 9, 7, 7, 6, 6, 7, 7, 8, 10, 15, 14, 16, 17, 18, 20, 19, 20, 21, 21, 21, 20, 19, 19, 21, 21, 21, 21, 21, 22, 21, 21, 21, 21, 22, 25, 26, 26, 26, 26, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 26, 26, 26, 26, 24, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26]
POR|[25, 24, 25, 25, 23, 23, 22, 18, 21, 20, 21, 19, 17, 20, 20, 22, 22, 22, 22, 21, 21, 23, 19, 18, 19, 20, 19, 19, 18, 18, 18, 19, 16, 17, 16, 16, 17, 17, 16, 17, 17, 17, 18, 17, 17, 16, 16, 16, 16, 17, 16, 14, 15, 16, 14, 16, 16, 14, 14, 15, 15, 13, 14, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 12, 13, 11, 11]
SAC|[11, 5, 20, 23, 22, 24, 23, 23, 24, 23, 25, 24, 25, 25, 24, 24, 24, 24, 25, 26, 26, 26, 27, 28, 27, 27, 27, 27, 27, 28, 27, 27, 27, 27, 27, 28, 29, 29, 30, 30, 30, 29, 30, 30, 30, 29, 30, 29, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 28, 27, 28]
SAS|[19, 11, 14, 16, 9, 9, 7, 7, 4, 4, 2, 1, 1, 2, 1, 1, 3, 3, 4, 4, 4, 6, 5, 4, 4, 4, 4, 5, 7, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 6, 7, 9, 10, 10, 10, 10, 10, 10, 9, 10, 9, 9, 9, 10, 10, 9, 7, 7, 6, 6, 4, 4, 4, 4, 3, 3, 3, 3]
TOR|[3, 3, 6, 8, 2, 8, 12, 13, 14, 6, 11, 14, 12, 14, 13, 11, 15, 14, 16, 17, 19, 20, 20, 21, 23, 21, 21, 22, 19, 20, 19, 17, 20, 16, 19, 21, 20, 19, 20, 19, 18, 18, 16, 18, 16, 18, 18, 18, 19, 20, 19, 19, 19, 19, 19, 19, 19, 19, 19, 18, 18, 20, 20, 20, 20, 22, 22, 22, 23, 23, 20, 20, 20, 21, 21, 20, 19, 21, 19, 19, 19, 19]
UTA|[26, 21, 22, 17, 12, 12, 8, 5, 3, 3, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
WAS|[23, 22, 17, 22, 20, 17, 11, 10, 11, 12, 15, 15, 18, 19, 16, 15, 14, 13, 7, 6, 6, 5, 6, 6, 7, 7, 9, 13, 12, 9, 7, 7, 6, 6, 10, 10, 10, 12, 12, 13, 12, 12, 12, 12, 12, 12, 12, 11, 11, 11, 12, 12, 13, 12, 11, 11, 12, 12, 11, 11, 11, 9, 11, 11, 11, 10, 10, 9, 9, 11, 11, 9, 11, 9, 10, 10, 9, 10, 9, 9, 9, 10]
